,Player,Player_url,Duration_2018,Type_2018,Season,Duration_2019,Type_2019,Duration_2020,Type_2020,Duration_2021,Type_2021,Duration_2022,Type_2022,Duration_2023,Type_2023
1729,Thorgan Hazard,https://www.transfermarkt.com/thorgan-hazard/profil/spieler/102226,,,2019,7.0,"Ankle Injury ,",24.0,"Ankle Injury , Unknown Injury ,",102.0,"Torn Muscle Fibre , Thigh Muscle Strain , Torn Muscle Fibre ,",98.0,"Back trouble , Corona virus , Ankle problems , Ankle problems ,",,
1730,Erling Haaland,https://www.transfermarkt.com/erling-haaland/profil/spieler/418560,,,2019,42.0,"groin strain , Bruised Foot ,",47.0,"groin strain , Bruised Foot , Ill , Muscular problems , Problems with the hip flexor ,",40.0,"Minor Knock , Muscular problems , Torn Muscle Fibre , Knee Problems ,",172.0,"Ill , Muscular problems , Problems with the hip flexor , Muscular problems , Ill , Muscular problems , Problems with the hip flexor ,",44.0,"groin strain , Bruised Foot , groin strain , Bruised Foot ,"
1731,Tyler Adams,https://www.transfermarkt.com/tyler-adams/profil/spieler/332705,,,2019,154.0,"Hamstring Injury , Thigh Problems , Muscular problems ,",59.0,"Hamstring Injury , Thigh Problems , Muscular problems ,",29.0,"Back trouble , Medial Collateral Ligament Injury ,",26.0,"Thigh Problems , Muscular problems , Thigh Problems , Muscular problems ,",388.0,"Hamstring Injury , Hamstring Injury ,"
1732,Amadou Haidara,https://www.transfermarkt.com/amadou-haidara/profil/spieler/402008,,,2019,98.0,"Muscle Injury ,",,,14.0,"Corona virus ,",106.0,"Medial Collateral Ligament Injury , Ankle problems , Medial Collateral Ligament Injury ,",,
1733,Hannes Wolf,https://www.transfermarkt.com/hannes-wolf/profil/spieler/321070,,,2019,18.0,"Muscular problems , Ill ,",164.0,"Muscular problems , Ill ,",3.0,"Ill ,",21.0,"Back trouble , Corona virus , Hamstring Injury ,",101.0,"Shoulder Injury , Hamstring Injury ,"
1734,Ademola Lookman,https://www.transfermarkt.com/ademola-lookman/profil/spieler/406040,,,2019,78.0,"Biceps femoris muscle injury , Muscular problems , Calf Injury , Back trouble ,",19.0,"Biceps femoris muscle injury , Muscular problems , Calf Injury ,",13.0,"Muscular problems ,",,,35.0,"Biceps femoris muscle injury ,"
1735,Exequiel Palacios,https://www.transfermarkt.com/exequiel-palacios/profil/spieler/401578,,,2019,63.0,"Unknown Injury ,",39.0,"Unknown Injury ,",109.0,"Tear in the abductor muscle , Lumbar Vertebra Fracture , Ill , Tear in the abductor muscle ,",120.0,"Back Injury , Cold , Torn ankle ligament , Back Injury , Cold , Torn ankle ligament ,",138.0,"Unknown Injury , Hamstring Injury , Unknown Injury , Hamstring Injury ,"
1736,Max Grün,https://www.transfermarkt.com/max-grun/profil/spieler/32779,,,2019,192.0,"Ill , Rest ,",,,,,,,,
1737,Matthias Ginter,https://www.transfermarkt.com/matthias-ginter/profil/spieler/124502,,,2019,52.0,"Minor Knock , Cold ,",28.0,"Minor Knock , Cold , Corona virus ,",,,28.0,"Minor Knock , Cold , Corona virus ,",,
1738,Jordan Beyer,https://www.transfermarkt.com/jordan-beyer/profil/spieler/403898,,,2019,39.0,"Unknown Injury , Foot Injury ,",29.0,"Unknown Injury , Foot Injury , Torn Muscle Fibre ,",49.0,"Corona virus ,",114.0,"Thigh Problems , Corona virus , Knee Problems , Muscle Injury ,",79.0,"Unknown Injury , Foot Injury , Torn Muscle Fibre , Muscular problems , Unknown Injury , Foot Injury ,"
1739,Ramy Bensebaini,https://www.transfermarkt.com/ramy-bensebaini/profil/spieler/284732,,,2019,28.0,"Problems with the hip flexor ,",42.0,"Problems with the hip flexor , Hip Injury ,",52.0,"Muscular problems , Corona virus ,",77.0,"Thigh Problems , Groin Injury , Hamstring Injury ,",51.0,"Problems with the hip flexor , Hip Injury , Hamstring Injury , Ill , Corona virus , Influenza , Corona virus ,"
1740,Andreas Poulsen,https://www.transfermarkt.com/andreas-poulsen/profil/spieler/345746,,,2019,27.0,"Torn Muscle Fibre ,",72.0,"Torn Muscle Fibre , Unknown Injury , Shoulder Injury ,",,,,,,
1741,Keanan Bennetts,https://www.transfermarkt.com/keanan-bennetts/profil/spieler/321096,,,2019,59.0,"Torn muscle bundle , Corona virus ,",,,43.0,"Unknown Injury ,",,,,
1742,Stefan Lainer,https://www.transfermarkt.com/stefan-lainer/profil/spieler/85791,,,2019,15.0,"cancer , Ill ,",24.0,"cancer , Ill ,",4.0,"Hamstring Injury ,",105.0,"Muscular problems , Ill , Ankle Fracture ,",35.0,"Corona virus , Abdominal Influenza , Knee inflammation ,"
1743,Michael Lang,https://www.transfermarkt.com/michael-lang/profil/spieler/51346,,,2019,72.0,"Double Torn Ligament , Ill ,",22.0,"Double Torn Ligament ,",,,,,,
1744,Aaron Herzog,https://www.transfermarkt.com/aaron-herzog/profil/spieler/276566,,,2019,33.0,"Bruise ,",,,,,,,,
1745,Lars Stindl,https://www.transfermarkt.com/lars-stindl/profil/spieler/48298,,,2019,151.0,"Hamstring Injury , Medial Collateral Ligament Injury ,",182.0,"Hamstring Injury ,",11.0,"Torn Muscle Fibre ,",53.0,"Medial Collateral Ligament Injury , Ligament Problems ,",,
1746,Charalampos Makridis,https://www.transfermarkt.com/charalampos-makridis/profil/spieler/414318,,,2019,52.0,"Knee Problems ,",,,,,,,,
1747,Famana Quizera,https://www.transfermarkt.com/famana-quizera/profil/spieler/504089,,,2019,32.0,"Shoulder Injury ,",222.0,"Shoulder Injury , Shoulder Injury ,",,,,,,
1748,Alassane Plea,https://www.transfermarkt.com/alassane-plea/profil/spieler/167329,,,2019,11.0,"Tonsillitis ,",35.0,"Tonsillitis , Corona virus ,",25.0,"Muscular problems , Strain , Corona virus ,",14.0,"Tear in a joint capsule ,",36.0,"Tonsillitis , Corona virus , Pulled hamstring at the adductors , Tonsillitis ,"
1749,Sebastian Rudy,https://www.transfermarkt.com/sebastian-rudy/profil/spieler/57051,,,2019,4.0,"Thigh Problems ,",,,39.0,"Thigh Muscle Strain , Torn Collateral Ligament , Rest , Corona virus ,",53.0,"Corona virus , Torn Muscle Fibre , Muscular problems , Back trouble ,",,
1750,Christoph Baumgartner,https://www.transfermarkt.com/christoph-baumgartner/profil/spieler/324278,,,2019,84.0,"Muscular problems , Corona virus ,",,,15.0,"Ankle Injury , Quarantine ,",86.0,"Muscular problems , Corona virus , Muscular problems , Muscular problems , Corona virus , Muscular problems ,",,
1751,Ozan Kabak,https://www.transfermarkt.com/ozan-kabak/profil/spieler/361260,,,2019,27.0,"Hamstring Injury , Influenza ,",139.0,"Hamstring Injury , Influenza , Muscle Injury , groin strain , Vertebra injury ,",27.0,"Muscle Injury , groin strain ,",79.0,"Hamstring Injury , Influenza ,",,
1752,Salif Sané,https://www.transfermarkt.com/salif-sane/profil/spieler/126534,,,2019,48.0,"Muscle Injury , Hamstring Injury ,",257.0,"Muscle Injury , Hamstring Injury , Knee Problems ,",,,,,,
1753,Jean-Clair Todibo,https://www.transfermarkt.com/jean-clair-todibo/profil/spieler/605184,,,2019,6.0,"Achilles tendon problems ,",164.0,"Achilles tendon problems , Fitness , Corona virus , Groin Injury , Ankle problems ,",142.0,"Achilles tendon problems , Fitness , Corona virus , Achilles tendon problems , Fitness , Corona virus ,",,,,
1754,Timo Becker,https://www.transfermarkt.com/timo-becker/profil/spieler/282349,,,2019,7.0,"Ruptured syndesmotic ligament ,",,,,,,,,
1755,Jonjoe Kenny,https://www.transfermarkt.com/jonjoe-kenny/profil/spieler/258883,,,2019,42.0,"Knee Problems ,",14.0,"Knee Problems , Ankle Injury ,",97.0,"Knee Problems , Ankle Injury , Knee Problems ,",,,,
1756,Daniel Caligiuri,https://www.transfermarkt.com/daniel-caligiuri/profil/spieler/38410,,,2019,27.0,"Corona virus ,",63.0,"Corona virus ,",,,17.0,"Corona virus , Corona virus ,",,
1757,Dedryck Boyata,https://www.transfermarkt.com/dedryck-boyata/profil/spieler/88262,,,2019,181.0,"Knee Injury , Knee Injury , Knee Injury , Infection , Ligament Injury , Corona virus ,",56.0,"Knee Injury , Knee Injury , Knee Injury ,",147.0,"Torn Muscle Fibre , Fatigue fracture , Achilles tendon problems ,",56.0,"Infection , Ligament Injury , Corona virus , Hamstring Injury , Muscular problems ,",,
1758,Lukas Klünter,https://www.transfermarkt.com/lukas-klunter/profil/spieler/282577,,,2019,49.0,"Muscular problems ,",14.0,"Muscular problems ,",14.0,"bruised pelvis , Abdominal Influenza ,",,,,
1759,Marko Grujic,https://www.transfermarkt.com/marko-grujic/profil/spieler/222813,,,2019,88.0,"Muscle Injury , Unknown Injury , Unknown Injury ,",14.0,"Muscle Injury ,",,,,,,
1760,Per Ciljan Skjelbred,https://www.transfermarkt.com/per-ciljan-skjelbred/profil/spieler/18918,,,2019,20.0,"Muscle Injury , Hamstring Injury ,",,,,,,,,
1761,Lazar Samardzic,https://www.transfermarkt.com/lazar-samardzic/profil/spieler/528833,,,2019,168.0,"Unknown Injury ,",,,,,,,,
1762,Maurice Covic,https://www.transfermarkt.com/maurice-covic/profil/spieler/335479,,,2019,58.0,"Achilles Irritation ,",,,,,,,,
1763,Javairô Dilrosun,https://www.transfermarkt.com/javairo-dilrosun/profil/spieler/315125,,,2019,111.0,"Minor Knock , Concussion , Ligament Injury , Hamstring Injury ,",122.0,"Minor Knock , Concussion , Ligament Injury , Hamstring Injury ,",79.0,"Ligament Injury , Hamstring Injury ,",,,,
1764,Frederik Rönnow,https://www.transfermarkt.com/frederik-ronnow/profil/spieler/107775,,,2019,42.0,"Knock , Hamstring Injury ,",88.0,"Knock , Hamstring Injury , Knock , groin strain , Minor Knock ,",65.0,"Minor Knock , groin strain , Strain , Quarantine ,",7.0,"groin strain ,",29.0,"Knock , Hamstring Injury , Knock ,"
1765,Evan Ndicka,https://www.transfermarkt.com/evan-ndicka/profil/spieler/371149,,,2019,3.0,"Muscular problems ,",14.0,"Muscular problems ,",39.0,"Knock , Ligament Injury ,",30.0,"Stretched Ligament , Stretched Ligament ,",36.0,"Muscular problems , Muscular problems ,"
1766,Almamy Touré,https://www.transfermarkt.com/almamy-toure/profil/spieler/216181,,,2019,127.0,"Muscular problems , Fitness , Hamstring Injury , Quarantine ,",60.0,"Muscular problems , Fitness , Hamstring Injury ,",162.0,"Biceps femoris muscle injury , Biceps femoris muscle injury ,",154.0,"Quarantine , Hamstring Injury , Quarantine , Hamstring Injury ,",,
1767,Djibril Sow,https://www.transfermarkt.com/djibril-sow/profil/spieler/212723,,,2019,25.0,"Muscular problems , Knee Problems , Quarantine ,",63.0,"Muscular problems , Knee Problems ,",14.0,"Ankle Injury ,",28.0,"Knee Problems , Quarantine , Knee Problems , Quarantine ,",4.0,"Muscular problems , Muscular problems ,"
1768,Nils Stendera,https://www.transfermarkt.com/nils-stendera/profil/spieler/336329,,,2019,86.0,"Intraarticular ligament fissure , Corona virus ,",,,,,,,,
1769,Filip Kostic,https://www.transfermarkt.com/filip-kostic/profil/spieler/161011,,,2019,9.0,"Achilles Irritation ,",21.0,"Achilles Irritation , Influenza , Corona virus ,",,,,,,
1770,André Silva,https://www.transfermarkt.com/andre-silva/profil/spieler/198008,,,2019,138.0,"Hamstring Injury , Corona virus , Back trouble ,",29.0,"Hamstring Injury , Corona virus ,",10.0,"Back trouble , Muscular problems ,",5.0,"Corona virus ,",117.0,"Hamstring Injury ,"
1771,Gonçalo Paciência,https://www.transfermarkt.com/goncalo-paciencia/profil/spieler/181547,,,2019,111.0,"Calf Problems , Strain ,",66.0,"Calf Problems , Strain , Corona virus , Muscle Injury ,",128.0,"Knee Injury ,",54.0,"Strain , Corona virus , Muscle Injury , Strain , Corona virus ,",,
1772,Bas Dost,https://www.transfermarkt.com/bas-dost/profil/spieler/56331,,,2019,112.0,"Hamstring Injury , Thigh Problems , Foot Injury , Unknown Injury ,",101.0,"Hamstring Injury , Thigh Problems , Foot Injury , Unknown Injury , Hamstring Injury , Quarantine ,",,,,,,
1773,Marin Pongracic,https://www.transfermarkt.com/marin-pongracic/profil/spieler/282144,,,2019,216.0,"Ankle Surgery , Mononucleosis , Abdominal Influenza ,",126.0,"Ankle Surgery , Mononucleosis , Abdominal Influenza , Hamstring Injury , Hamstring Injury , Torn Muscle Fibre ,",130.0,"Mononucleosis , Mononucleosis ,",,,266.0,"Ankle Surgery , Ankle Surgery ,"
1774,Jérôme Roussillon,https://www.transfermarkt.com/jerome-roussillon/profil/spieler/127076,,,2019,18.0,"Muscular problems , Knock ,",22.0,"Muscular problems , Knock ,",46.0,"Fitness , Corona virus ,",10.0,"Cold ,",65.0,"Muscular problems , Knock , Fitness , Ill , Achilles tendon problems ,"
1775,Kevin Mbabu,https://www.transfermarkt.com/kevin-mbabu/profil/spieler/183321,,,2019,69.0,"Corona virus , Muscular problems , Ligament Injury , Corona virus , Thigh Problems ,",18.0,"Corona virus , Muscular problems ,",152.0,"Muscular problems , Ligament Injury , Corona virus , Muscular problems , Ligament Injury , Corona virus ,",12.0,"Corona virus , Corona virus ,",,
1776,Victor Sá,https://www.transfermarkt.com/victor-sa/profil/spieler/381724,,,2019,25.0,"Knee Problems , Muscle fiber tear ,",,,,,,,,
1777,Renato Steffen,https://www.transfermarkt.com/renato-steffen/profil/spieler/194638,,,2019,4.0,"Neck Injury ,",,,266.0,"Ankle Injury , Corona virus , Ankle Injury , Corona virus ,",,,,
1778,Jiri Pavlenka,https://www.transfermarkt.com/jiri-pavlenka/profil/spieler/260053,,,2019,14.0,"Ill ,",14.0,"Ill ,",,,81.0,"Back trouble ,",9.0,"Ill , Thigh Problems , Ill ,"
1779,Christian Groß,https://www.transfermarkt.com/christian-gross/profil/spieler/58396,,,2019,10.0,"Knee Problems ,",7.0,"Knee Problems ,",,,53.0,"Fitness , Corona virus , Knee Surgery ,",120.0,"Knee Problems , Knee Problems , Ill , Ill , Cold , Ill , Infection , Knee Problems ,"
1780,Johannes Eggestein,https://www.transfermarkt.com/johannes-eggestein/profil/spieler/251303,,,2019,35.0,"Muscular problems , Muscular problems , Infection , Ruptured syndesmotic ligament , Influenza ,",,,,,,,,
1781,Niclas Füllkrug,https://www.transfermarkt.com/niclas-fullkrug/profil/spieler/75489,,,2019,157.0,"Calf Problems , Calf Problems ,",266.0,"Calf Problems , Calf Problems ,",,,14.0,"Corona virus ,",40.0,"Calf Problems , Calf Problems , Back bruise , Bruise ,"
1782,Roland Sallai,https://www.transfermarkt.com/roland-sallai/profil/spieler/332798,,,2019,168.0,"Muscular problems ,",,,32.0,"Torn Ligament , Calf Problems ,",62.0,"Knee Problems , Knee Problems ,",124.0,"Muscular problems , Fractured Eye Socket , Muscular problems , Fractured Eye Socket ,"
1783,Chang-hoon Kwon,https://www.transfermarkt.com/chang-hoon-kwon/profil/spieler/259350,,,2019,44.0,"Ankle Injury ,",37.0,"Ankle Injury , Disrupted Calf Muscle ,",,,,,,
1784,Jerry St. Juste,https://www.transfermarkt.com/jerry-st-juste/profil/spieler/288253,,,2019,79.0,"Muscle Injury , Unknown Injury , Unknown Injury , Muscular problems ,",14.0,"Muscle Injury , Unknown Injury ,",8.0,"Thigh Problems ,",,,,
1785,Ahmet Gürleyen,https://www.transfermarkt.com/ahmet-gurleyen/profil/spieler/397696,,,2019,29.0,"Medial Collateral Ligament Injury , Appendectomy , groin strain ,",,,,,,,,
1786,Aarón Martín,https://www.transfermarkt.com/aaron-martin/profil/spieler/251878,,,2019,7.0,"Pulled hamstring at the adductors ,",10.0,"Pulled hamstring at the adductors ,",,,,,,
1787,Ridle Baku,https://www.transfermarkt.com/ridle-baku/profil/spieler/327251,,,2019,112.0,"Syndesmotic ligament tear , Dead Leg ,",,,,,,,,
1788,Ronaël Pierre-Gabriel,https://www.transfermarkt.com/ronael-pierre-gabriel/profil/spieler/410185,,,2019,149.0,"Thigh Muscle Strain , Ankle Injury , Muscle Injury ,",,,,,,,,
1789,Phillipp Mwene,https://www.transfermarkt.com/phillipp-mwene/profil/spieler/127573,,,2019,308.0,"Unknown Injury ,",112.0,"Unknown Injury ,",,,,,52.0,"Unknown Injury , Concussion , Unknown Injury , Concussion ,"
1790,Jean-Philippe Mateta,https://www.transfermarkt.com/jean-philippe-mateta/profil/spieler/420002,,,2019,1.0,"Torn Meniscus ,",131.0,"Torn Meniscus ,",,,,,,
1791,Cyrill Akono,https://www.transfermarkt.com/cyrill-akono/profil/spieler/506855,,,2019,24.0,"Muscular problems ,",,,,,,,,
1792,Marek Suchy,https://www.transfermarkt.com/marek-suchy/profil/spieler/34542,,,2019,150.0,"Muscular problems ,",123.0,"Muscular problems ,",,,,,,
1793,Philipp Max,https://www.transfermarkt.com/philipp-max/profil/spieler/111275,,,2019,24.0,"Hamstring Injury , Ill ,",,,,,28.0,"Unknown Injury , Corona virus , Muscle Injury ,",57.0,"Hamstring Injury , Ill , Unknown Injury ,"
1794,Mads Pedersen,https://www.transfermarkt.com/mads-pedersen/profil/spieler/288429,,,2019,91.0,"Minor Knock ,",10.0,"Minor Knock ,",49.0,"Adductor problems , Muscle Injury ,",7.0,"Corona virus ,",3.0,"Minor Knock ,"
1795,Carlos Gruezo,https://www.transfermarkt.com/carlos-gruezo/profil/spieler/189475,,,2019,14.0,"Muscle Injury ,",138.0,"Muscle Injury , Fitness ,",42.0,"Corona virus , Muscular problems , Cold ,",43.0,"Fitness , Knee Problems , Fitness ,",,
1796,Rubén Vargas,https://www.transfermarkt.com/ruben-vargas/profil/spieler/345886,,,2019,21.0,"Ankle Injury , Metatarsal bone bruise ,",10.0,"Ankle Injury ,",11.0,"Muscle Injury , Muscular problems ,",33.0,"Ligament Injury , Tonsillitis , Corona virus , Influenza ,",218.0,"Ankle Injury , Metatarsal bone bruise , Muscle Injury , Ankle Injury , Metatarsal bone bruise , Muscle Injury ,"
1797,Sebastiaan Bornauw,https://www.transfermarkt.com/sebastiaan-bornauw/profil/spieler/338629,,,2019,81.0,"Back bruise , Back trouble , Muscular problems ,",14.0,"Back bruise , Back trouble ,",140.0,"Back trouble , Back trouble ,",28.0,"Back bruise , Back bruise ,",,
1798,Lasse Sobiech,https://www.transfermarkt.com/lasse-sobiech/profil/spieler/79503,,,2019,109.0,"Unknown Injury , Ankle problems ,",,,,,,,,
1799,Jonas Hector,https://www.transfermarkt.com/jonas-hector/profil/spieler/108537,,,2019,43.0,"open wound , Corona virus ,",11.0,"open wound , Corona virus ,",102.0,"Thigh Problems , Neck Injury ,",18.0,"Corona virus , Ill ,",,
1800,Matthias Bader,https://www.transfermarkt.com/matthias-bader/profil/spieler/237162,,,2019,47.0,"Surgery ,",,,,,,,52.0,"Surgery , Surgery ,"
1801,Birger Verstraete,https://www.transfermarkt.com/birger-verstraete/profil/spieler/234193,,,2019,10.0,"Meniscal Injury ,",,,,,,,,
1802,Marco Höger,https://www.transfermarkt.com/marco-hoger/profil/spieler/55510,,,2019,91.0,"Cruciate Ligament Rupture , Abdominal muscles injury , Fitness ,",,,,,,,,
1803,Vincent Koziello,https://www.transfermarkt.com/vincent-koziello/profil/spieler/290551,,,2019,80.0,"Unknown Injury , Fitness , Medial Collateral Ligament Knee Injury ,",,,,,,,,
1804,Niklas Hauptmann,https://www.transfermarkt.com/niklas-hauptmann/profil/spieler/205544,,,2019,64.0,"Calf Problems , Abdominal Influenza , Plantar fascia ,",,,,,,,,
1805,Louis Schaub,https://www.transfermarkt.com/louis-schaub/profil/spieler/147485,,,2019,35.0,"Corona virus , Minor Knock ,",,,28.0,"Minor Knock , Quarantine , Corona virus ,",,,,
1806,Florian Kainz,https://www.transfermarkt.com/florian-kainz/profil/spieler/106270,,,2019,3.0,"Ill ,",24.0,"Ill ,",406.0,"Knee Surgery , Knee Surgery ,",22.0,"Corona virus , Corona virus ,",8.0,"Ill , Ill ,"
1807,Kingsley Schindler,https://www.transfermarkt.com/kingsley-schindler/profil/spieler/153678,,,2019,112.0,"Dead Leg , Fitness , Torn ankle ligament , Thigh Problems ,",,,42.0,"Dead Leg , Dead Leg ,",,,,
1808,Christian Clemens,https://www.transfermarkt.com/christian-clemens/profil/spieler/44713,,,2019,459.0,"Cruciate Ligament Rupture , Syndesmotic ligament tear , Unknown Injury ,",,,,,,,,
1809,Anthony Modeste,https://www.transfermarkt.com/anthony-modeste/profil/spieler/50512,,,2019,14.0,"Groin Surgery ,",10.0,"Groin Surgery ,",178.0,"Pubalgia , Back trouble , Knee Problems ,",14.0,"Fever , Corona virus ,",,
1810,Zack Steffen,https://www.transfermarkt.com/zack-steffen/profil/spieler/221624,,,2019,23.0,"Knee Surgery , Knee Problems ,",240.0,"Knee Surgery , Knee Problems , Corona virus ,",60.0,"Bone Bruise , Bone Bruise ,",32.0,"Corona virus , Corona virus ,",278.0,"Knee Surgery , Knee Problems , Knee Surgery , Knee Problems ,"
1811,Raphael Wolf,https://www.transfermarkt.com/raphael-wolf/profil/spieler/39306,,,2019,403.0,"Corona virus ,",,,,,,,,
1812,Maduka Okoye,https://www.transfermarkt.com/maduka-okoye/profil/spieler/340353,,,2019,16.0,"Shoulder Injury ,",,,,,,,88.0,"Shoulder Injury , Shoulder Injury ,"
1813,Kaan Ayhan,https://www.transfermarkt.com/kaan-ayhan/profil/spieler/119031,,,2019,6.0,"Unknown Injury ,",,,45.0,"Quarantine , Corona virus , Tendonitis , Unknown Injury , Quarantine ,",18.0,"Unknown Injury , Fever , Unknown Injury , Fever ,",,
1814,Kasim Adams,https://www.transfermarkt.com/kasim-adams/profil/spieler/263801,,,2019,63.0,"Quarantine , Fitness , Corona virus ,",,,46.0,"Quarantine , Fitness , Corona virus , Quarantine , Fitness ,",,,,
1815,Zanka,https://www.transfermarkt.com/zanka/profil/spieler/52059,,,2019,86.0,"Ill , Knock , Ankle Injury , Knee Surgery ,",,,,,,,,
1816,Niko Gießelmann,https://www.transfermarkt.com/niko-giesselmann/profil/spieler/72792,,,2019,16.0,"Unknown Injury ,",13.0,"Unknown Injury ,",50.0,"Fitness , Shoulder fracture ,",4.0,"Corona virus ,",,
1817,Markus Suttner,https://www.transfermarkt.com/markus-suttner/profil/spieler/31514,,,2019,7.0,"Bruised Hip ,",,,,,,,,
1818,Diego Contento,https://www.transfermarkt.com/diego-contento/profil/spieler/39717,,,2019,528.0,"Concussion , Ankle Injury ,",,,,,,,,
1819,Jean Zimmer,https://www.transfermarkt.com/jean-zimmer/profil/spieler/118196,,,2019,112.0,"Ill , Influenza ,",,,,,,,,
1820,Marcel Sobottka,https://www.transfermarkt.com/marcel-sobottka/profil/spieler/119044,,,2019,130.0,"Pulled hamstring at the adductors , Cold , Muscular problems ,",,,,,,,,
1821,Adam Bodzek,https://www.transfermarkt.com/adam-bodzek/profil/spieler/20778,,,2019,77.0,"Muscular problems , Fractured Rib ,",,,,,,,,
1822,Aymen Barkok,https://www.transfermarkt.com/aymen-barkok/profil/spieler/315332,,,2019,105.0,"Corona virus , Twisted knee ,",133.0,"Corona virus , Twisted knee ,",9.0,"Back trouble , Corona virus ,",55.0,"Corona virus , Twisted knee , Knee Injury , Corona virus , Twisted knee ,",,
1823,Kevin Stöger,https://www.transfermarkt.com/kevin-stoger/profil/spieler/106872,,,2019,20.0,"Cold , Corona virus ,",462.0,"Cold , Corona virus ,",,,,,18.0,"Cold , Corona virus , Cold , Corona virus ,"
1824,Nana Ampomah,https://www.transfermarkt.com/nana-ampomah/profil/spieler/429086,,,2019,47.0,"tendon irritation ,",,,,,,,,
1825,Thomas Pledl,https://www.transfermarkt.com/thomas-pledl/profil/spieler/131561,,,2019,23.0,"Shoulder Injury ,",,,,,,,,
1826,Neven Subotic,https://www.transfermarkt.com/neven-subotic/profil/spieler/40995,,,2019,94.0,"Muscular problems , Groin Strain ,",,,,,,,,
1827,Florian Hübner,https://www.transfermarkt.com/florian-hubner/profil/spieler/85822,,,2019,13.0,"Pulled hamstring at the adductors ,",103.0,"Pulled hamstring at the adductors , Back Injury ,",,,,,,
1828,Michael Parensen,https://www.transfermarkt.com/michael-parensen/profil/spieler/18533,,,2019,39.0,"Torn Muscle Fibre , Bruised Rib , Ill ,",,,,,,,,
1829,Lars Dietz,https://www.transfermarkt.com/lars-dietz/profil/spieler/224513,,,2019,102.0,"Fractured Toe , Concussion , Torn Muscle Fibre ,",,,,,,,,
1830,Christopher Lenz,https://www.transfermarkt.com/christopher-lenz/profil/spieler/159844,,,2019,11.0,"Hamstring Injury ,",10.0,"Hamstring Injury , Hamstring Injury ,",105.0,"Muscular problems , Muscular problems , Knock ,",148.0,"Fractured Toe , Fitness , Calf Injury , Calf Injury , Muscular problems ,",40.0,"Hamstring Injury , Hamstring Injury ,"
1831,Ken Reichel,https://www.transfermarkt.com/ken-reichel/profil/spieler/16831,,,2019,7.0,"Knee Injury ,",,,,,,,,
1832,Manuel Schmiedebach,https://www.transfermarkt.com/manuel-schmiedebach/profil/spieler/41507,,,2019,2.0,"Muscular problems ,",,,,,,,,
1833,Nicolai Rapp,https://www.transfermarkt.com/nicolai-rapp/profil/spieler/185427,,,2019,50.0,"Muscular problems , Torn Muscle Fibre ,",,,,,46.0,"Corona virus , Calf muscle strain ,",91.0,"Muscular problems , Torn Muscle Fibre , Cold , Back trouble , Thigh Problems ,"
1834,Grischa Prömel,https://www.transfermarkt.com/grischa-promel/profil/spieler/234029,,,2019,28.0,"Ankle Fracture ,",154.0,"Ankle Fracture , Corona virus ,",77.0,"Muscular problems , Inflammation , Minor Knock , Muscular problems ,",105.0,"Corona virus , Groin Surgery , Corona virus ,",300.0,"Ankle Fracture , Ankle Fracture ,"
1835,Felix Kroos,https://www.transfermarkt.com/felix-kroos/profil/spieler/31910,,,2019,20.0,"Muscular problems ,",,,,,,,,
1836,Marius Bülter,https://www.transfermarkt.com/marius-bulter/profil/spieler/116088,,,2019,7.0,"Infection ,",,,,,14.0,"Infection ,",,
1837,Joshua Mees,https://www.transfermarkt.com/joshua-mees/profil/spieler/196815,,,2019,65.0,"Hamstring Injury , Adductor problems ,",104.0,"Hamstring Injury , Adductor problems ,",,,,,,
1838,Sebastian Polter,https://www.transfermarkt.com/sebastian-polter/profil/spieler/60957,,,2019,53.0,"Cruciate Ligament Injury ,",,,,,,,,
1839,Marcus Ingvartsen,https://www.transfermarkt.com/marcus-ingvartsen/profil/spieler/269878,,,2019,147.0,"Ankle problems ,",21.0,"Ankle problems ,",39.0,"Abdominal Strain , Muscular problems ,",,,,
1840,Suleiman Abdullahi,https://www.transfermarkt.com/suleiman-abdullahi/profil/spieler/356118,,,2019,23.0,"Minor Knock , Knee Problems ,",,,58.0,"Knee Problems ,",,,,
1841,Leopold Zingerle,https://www.transfermarkt.com/leopold-zingerle/profil/spieler/160971,,,2019,88.0,"Hand Injury ,",,,,,,,,
1842,Leon Brüggemeier,https://www.transfermarkt.com/leon-bruggemeier/profil/spieler/259150,,,2019,196.0,"Cruciate Ligament Rupture ,",,,,,,,,
1843,Christian Strohdiek,https://www.transfermarkt.com/christian-strohdiek/profil/spieler/48081,,,2019,14.0,"Back trouble ,",,,,,,,,
1844,Jamilu Collins,https://www.transfermarkt.com/jamilu-collins/profil/spieler/254934,,,2019,6.0,"Cruciate Ligament Injury ,",,,,,,,,
1845,Kai Pröger,https://www.transfermarkt.com/kai-proger/profil/spieler/223572,,,2019,4.0,"Torn Muscle Fibre ,",,,,,,,,
1846,Abdelhamid Sabiri,https://www.transfermarkt.com/abdelhamid-sabiri/profil/spieler/340394,,,2019,143.0,"Unknown Injury , Hamstring Injury , Fitness ,",,,10.0,"Flu ,",,,,
1847,Cauly,https://www.transfermarkt.com/cauly/profil/spieler/162812,,,2019,23.0,"Unknown Injury , Fibula Fracture ,",,,,,,,,
1848,Dennis Jastrzembski,https://www.transfermarkt.com/dennis-jastrzembski/profil/spieler/358870,,,2019,46.0,"Bruised Foot , Calf Problems , Bruised Foot , Calf Problems ,",,,,,,,,
